id,title,location and city,start_datetime,end_datetime,mode,price,description,city,mode_clean,price_type,embed_text,url
138,Best Coaching for NEET in Hyderabad,"RANKRIDGE, Hyderabad",Not specified," ""Not specified""",In-person,Free,"NEET coaching program by Rankridge offering student-focused preparation with experienced faculty, NCERT-based study material, mock tests, doubt-clearing sessions, and personal mentoring for medical aspirants",Hyderabad,in_person,free,"best coaching for neet in hyderabad neet coaching program by rankridge offering student-focused preparation with experienced faculty, ncert-based study material, mock tests, doubt-clearing sessions, and personal mentoring for medical aspirants hyderabad in_person free",https://www.eventbrite.com/e/best-coaching-for-neet-in-hyderabad-tickets-1411447921729?aff=ebdssbdestsearch
139,8th edition - EPCI in Oil & Gas Conference 2026,"The Orchid Hotel Mumbai Vile Parle, Mumbai",2026-08-12T09:30:00+05:30,2026-08-12T16:30:00+05:30,In-person,Free,"Industry conference bringing together national and international oil & gas companies, EPC contractors, and consultants to discuss sustainability, digitalization, project management, risk reduction, and emerging trends in oil, gas, petrochemical, and renewable energy projects",Mumbai,in_person,free,"8th edition - epci in oil & gas conference 2026 industry conference bringing together national and international oil & gas companies, epc contractors, and consultants to discuss sustainability, digitalization, project management, risk reduction, and emerging trends in oil, gas, petrochemical, and renewable energy projects mumbai in_person free",https://www.eventbrite.com/e/8th-edition-epci-in-oil-gas-conference-2026-tickets-1978872660397?aff=ebdssbdestsearch
140,Learn How To Achieve Your 100% Mind Potential,"Jangpura, South Delhi, New Delhi",Not specified,Not specified,In-person,Free,"In-person lecture focused on handling stress, anxiety, and emotional challenges while improving mental clarity and personal potential, led by an experienced Scientologist speaker",New Delhi,in_person,free,"learn how to achieve your 100% mind potential in-person lecture focused on handling stress, anxiety, and emotional challenges while improving mental clarity and personal potential, led by an experienced scientologist speaker new delhi in_person free",https://www.eventbrite.com/e/learn-how-to-achieve-your-100-mind-potential-tickets-445068591137?aff=ebdssbdestsearch
141,Dairy Industry Conference & Exhibition,"Yashobhoomi Convention Centre, Dwarka, New Delhi",2026-02-12T10:00:00+05:30,2026-02-12T18:00:00+05:30,In-person,Free,"Premier dairy industry conference and exhibition focused on innovation, sustainability, partnerships, and the future of global dairy leadership, bringing together industry leaders, innovators, and stakeholders",New Delhi,in_person,free,"dairy industry conference & exhibition premier dairy industry conference and exhibition focused on innovation, sustainability, partnerships, and the future of global dairy leadership, bringing together industry leaders, innovators, and stakeholders new delhi in_person free",https://www.eventbrite.co.uk/e/dairy-industry-conference-exhibition-tickets-1979288409915?aff=ebdssbdestsearch
142,Brodcom Spring Boot Certification Exam preparation,"Janardhan Nagar, Lohagaon, Pune",Not specified," ""Not specified""",In-person,Free,"In-person exam preparation session for Broadcom Spring Boot certification covering core concepts and MCQs, suitable for students, freshers, and backend developers, led by an experienced Java architect",Pune,in_person,free,"brodcom spring boot certification exam preparation in-person exam preparation session for broadcom spring boot certification covering core concepts and mcqs, suitable for students, freshers, and backend developers, led by an experienced java architect pune in_person free",https://www.eventbrite.com/e/brodcom-spring-boot-certification-exam-preparation-tickets-1980370474399?aff=ebdssbdestsearch
143,Oracle Java 21 Certification Exam preparation,"Yojna Nagar, Lohegaon, Pune",Not specified,Not specified,In-person,Free,"In-person exam preparation session for Oracle Java SE 21 Developer Professional certification, covering core Java concepts and MCQs, suitable for freshers and experienced developers, led by an experienced Java architect",Pune,in_person,free,"oracle java 21 certification exam preparation in-person exam preparation session for oracle java se 21 developer professional certification, covering core java concepts and mcqs, suitable for freshers and experienced developers, led by an experienced java architect pune in_person free",https://www.eventbrite.com/e/oracle-java-21-certification-exam-preparation-tickets-1980363784389?aff=ebdssbdestsearch
144,Master Stress Management & Focus for High-Pressure Tech Careers,"Avasa, Hitech City, Hyderabad",2026-02-21T18:00:00+05:30,2026-02-21T19:00:00+05:30,In-person,Free,"Free offline corporate wellness workshop for tech professionals focused on managing stress, improving focus, enhancing decision-making, and sustaining performance under high-pressure work environments, featuring founder-led open stage insights and networking",Hyderabad,in_person,free,"master stress management & focus for high-pressure tech careers free offline corporate wellness workshop for tech professionals focused on managing stress, improving focus, enhancing decision-making, and sustaining performance under high-pressure work environments, featuring founder-led open stage insights and networking hyderabad in_person free",https://www.eventbrite.com/e/master-stress-management-focus-for-high-pressure-tech-careers-tickets-1979959790031?aff=ebdssbdestsearch
145,DataMites Data Science Course in Chennai,"DataMites, Bengaluru",2026-02-18T10:00:00+05:30,2026-02-18T12:00:00+05:30,In-person,Paid,"IABAC-accredited data science course session by DataMites Institute covering Python, R, statistics, and a certified data scientist pathway, designed for beginners and working professionals with internship and job assistance",Bengaluru,in_person,paid,"datamites data science course in chennai iabac-accredited data science course session by datamites institute covering python, r, statistics, and a certified data scientist pathway, designed for beginners and working professionals with internship and job assistance bengaluru in_person paid",https://www.eventbrite.com/e/datamites-data-science-course-in-chennai-tickets-1980168071005?aff=ebdssbdestsearch
146,New Delhi 2026 Venture Capital World Summit,"CorporatEdge World Trade Center, New Delhi",2026-10-09T13:00:00+05:30,2026-10-09T18:00:00+05:30,In-person,Paid,"Global venture capital and startup investment summit connecting international investors and entrepreneurs to enable funding, scaling opportunities, and cross-border business growth through a trusted global investment network",New Delhi,in_person,paid,"new delhi 2026 venture capital world summit global venture capital and startup investment summit connecting international investors and entrepreneurs to enable funding, scaling opportunities, and cross-border business growth through a trusted global investment network new delhi in_person paid",https://www.eventbrite.com/e/new-delhi-2026-venture-capital-world-summit-tickets-1968718246271?aff=ebdssbdestsearch
147,Delhi Social and Political Walk,"UNIQLO Connaught Place, New Delhi",Not specified,Not specified,In-person,Paid,"Interactive storytelling walk exploring Delhi’s social and political history through documentary-style analysis and street-level exploration, offering balanced insights into historical and contemporary events",New Delhi,in_person,paid,"delhi social and political walk interactive storytelling walk exploring delhi’s social and political history through documentary-style analysis and street-level exploration, offering balanced insights into historical and contemporary events new delhi in_person paid",https://www.eventbrite.es/e/delhi-social-and-political-walk-tickets-1278009804729?aff=ebdssbdestsearch
148,DataMites Python Course in Pune,"Datamites Pune, Pune",2026-01-19T08:30:00+05:30,2026-01-19T12:00:00+05:30,In-person,Free,"Introductory Python course session by DataMites offering expert-led training, hands-on projects, and insights into career growth opportunities in Python and data analytics",Pune,in_person,free,"datamites python course in pune introductory python course session by datamites offering expert-led training, hands-on projects, and insights into career growth opportunities in python and data analytics pune in_person free",https://www.eventbrite.com/e/datamites-python-course-in-pune-tickets-1980766387586?aff=ebdssbdestsearch
149,Generative Zine Jam : A hands-on workshop on Zine making,"Public Arts Trust of India HQ, Jaipur",2026-01-29T11:00:00+05:30,2026-01-29T14:00:00+05:30,In-person,Free,"Hands-on workshop introducing participants to creating digital zines using coding and interactive media, blending storytelling, design, and technology to explore creative digital publishing",Jaipur,in_person,free,"generative zine jam : a hands-on workshop on zine making hands-on workshop introducing participants to creating digital zines using coding and interactive media, blending storytelling, design, and technology to explore creative digital publishing jaipur in_person free",https://www.eventbrite.com/e/generative-zine-jam-a-hands-on-workshop-on-zine-making-tickets-1979840912465?aff=ebdssbdestsearch
150,Analog Interaction with Light Art,"Jawahar Kala Kendra, Jaipur",2026-01-30T16:00:00+05:30,2026-01-30T19:30:00+05:30,In-person,Free,"Hands-on workshop led by interactive artist Ansh Kumar introducing projection mapping through analog DIY methods, exploring light as a tool to transform static spaces into responsive and expressive environments",Jaipur,in_person,free,"analog interaction with light art hands-on workshop led by interactive artist ansh kumar introducing projection mapping through analog diy methods, exploring light as a tool to transform static spaces into responsive and expressive environments jaipur in_person free",https://www.eventbrite.com/e/analog-interaction-with-light-art-tickets-1979966150054?aff=ebdssbdestsearch
151,DataMites Data Science Courses in Hyderabad,"DataMites, Ayyappa Society Main Road, Hyderabad",2026-02-21T10:00:00+05:30,2026-02-21T12:00:00+05:30,In-person,Free,"IABAC-accredited data science course session by DataMites Institute offering hands-on training in Python, R, and statistics with a complete certified data scientist pathway, including internship and job assistance for learners at all levels",Hyderabad,in_person,free,"datamites data science courses in hyderabad iabac-accredited data science course session by datamites institute offering hands-on training in python, r, and statistics with a complete certified data scientist pathway, including internship and job assistance for learners at all levels hyderabad in_person free",https://www.eventbrite.com/e/datamites-data-science-courses-in-hyderabad-tickets-1980358480525?aff=ebdssbdestsearch
152,SEO Cousre Free Training,"Quality Thought, Ameerpet, Hyderabad",2026-02-27T10:00:00+05:30,2026-02-27T12:00:00+05:30,In-person,Free,"Hands-on free SEO training session covering the latest strategies to improve website visibility and search engine rankings, suitable for beginners and professionals looking to boost their online presence",Hyderabad,in_person,free,"seo cousre free training hands-on free seo training session covering the latest strategies to improve website visibility and search engine rankings, suitable for beginners and professionals looking to boost their online presence hyderabad in_person free",https://www.eventbrite.com/e/seo-cousre-free-training-tickets-1980800716264?aff=ebdssbdestsearch
153,GCP Data Engineer FREE DEMO ON 21 JAN 2026,"Quality Thought, Ameerpet, Hyderabad",2026-02-26T10:00:00+05:30,2026-02-26T12:00:00+05:30,In-person,Free,"Hands-on free demo session on Google Cloud Platform data engineering, designed for beginners and professionals to gain practical exposure, clarify concepts, and explore GCP data engineering skills",Hyderabad,in_person,free,"gcp data engineer free demo on 21 jan 2026 hands-on free demo session on google cloud platform data engineering, designed for beginners and professionals to gain practical exposure, clarify concepts, and explore gcp data engineering skills hyderabad in_person free",https://www.eventbrite.com/e/gcp-data-engineer-free-demo-on-21-jan-2026-tickets-1980764717591?aff=ebdssbdestsearch
154,Free Demo on Azure Data Engineer Training on 19January2026 at 09:30am,"Nilgiri Block, Ameerpet, Hyderabad",2026-01-19T09:30:00+05:30,2026-01-19T11:30:00+05:30,Hybrid,Free,"Free demo session introducing Azure Data Engineering concepts, tools, and real-world use cases, covering services like Azure Data Factory, Data Lake, Synapse Analytics, Databricks, and ETL pipelines, designed for students and professionals exploring a data engineering career",Hyderabad,hybrid,free,"free demo on azure data engineer training on 19january2026 at 09:30am free demo session introducing azure data engineering concepts, tools, and real-world use cases, covering services like azure data factory, data lake, synapse analytics, databricks, and etl pipelines, designed for students and professionals exploring a data engineering career hyderabad hybrid free",https://www.eventbrite.com/e/free-demo-on-azure-data-engineer-training-on-19january2026-at-0930am-tickets-1980763876074?aff=ebdssbdestsearch
155,"International Conference on Tourism, Transport, and Logistics ( ICTTL )","Pune, Maharashtra",2026-03-24T10:00:00+05:30,2026-03-24T14:00:00+05:30,In-person,Free,"International academic and industry conference bringing together researchers, scholars, engineers, and students to present and discuss global research, ideas, and applications in tourism, transport, and logistics, fostering collaboration",Pune,in_person,free,"international conference on tourism, transport, and logistics ( icttl ) international academic and industry conference bringing together researchers, scholars, engineers, and students to present and discuss global research, ideas, and applications in tourism, transport, and logistics, fostering collaboration pune in_person free",https://www.eventbrite.com/e/international-conference-on-tourism-transport-and-logistics-icttl-tickets-1270138120309?aff=ebdssbdestsearch
156,Women in Tech Mumbai - OutGeekWomen,"Mumbai, Maharashtra",2026-11-05T18:00:00+05:30,2026-11-05T20:30:00+05:30,In-person,Paid,"Networking and hiring-focused event bringing together mid- and senior-level women professionals in tech to connect with CTOs, engineering leaders, hiring teams, and fellow technologists through pitches, discussions, speed interviews, and community-driven networking",Mumbai,in_person,paid,"women in tech mumbai - outgeekwomen networking and hiring-focused event bringing together mid- and senior-level women professionals in tech to connect with ctos, engineering leaders, hiring teams, and fellow technologists through pitches, discussions, speed interviews, and community-driven networking mumbai in_person paid",https://www.eventbrite.com/e/women-in-tech-mumbai-outgeekwomen-tickets-1330287167729?aff=ebdssbdestsearch
157,India International Industrial Expo,"Adlux International Convention Center, Kochi",2026-01-16T10:00:00+05:30,2026-01-18T18:00:00+05:30,In-person,Free,"Premier industrial exhibition bringing together global experts, manufacturers, and engineers to showcase cutting-edge technologies, innovations, and best practices across industrial, manufacturing, and engineering sectors",Kochi,in_person,free,"india international industrial expo premier industrial exhibition bringing together global experts, manufacturers, and engineers to showcase cutting-edge technologies, innovations, and best practices across industrial, manufacturing, and engineering sectors kochi in_person free",https://www.eventbrite.com/e/india-international-industrial-expo-tickets-1642055665699?aff=ebdssbdestsearch
158,Bihar Medical Expo 2026,"Gyan Bhawan, Gandhi Maidan Road, Patna",2026-11-21T10:00:00+05:30,2026-11-23T18:00:00+05:30,In-person,Free,"Fifth edition of the Bihar Medical Expo bringing together healthcare professionals, medical equipment manufacturers, suppliers, and stakeholders to showcase innovations, products, and services in the medical and healthcare sector",Patna,in_person,free,"bihar medical expo 2026 fifth edition of the bihar medical expo bringing together healthcare professionals, medical equipment manufacturers, suppliers, and stakeholders to showcase innovations, products, and services in the medical and healthcare sector patna in_person free",https://www.eventbrite.com/e/bihar-medical-expo-2026-tickets-1980244606926?aff=ebdssbdestsearch
159,Mumbai International Finance Expo,"Jio World Convention Centre, Bandra Kurla Complex, Mumbai",2026-05-21T08:30:00+05:30,2026-05-22T17:00:00+05:30,In-person,Paid,"International finance expo bringing together global financial experts, investors, and institutions to discuss forex, fintech, crypto, blockchain, and digital assets, focused on knowledge sharing, resource docking, and high-level networking across the financial industry chain",Mumbai,in_person,paid,"mumbai international finance expo international finance expo bringing together global financial experts, investors, and institutions to discuss forex, fintech, crypto, blockchain, and digital assets, focused on knowledge sharing, resource docking, and high-level networking across the financial industry chain mumbai in_person paid",https://www.eventbrite.hk/e/mumbai-international-finance-expo-tickets-643572010207?aff=ebdssbdestsearch
160,Raspberry Pi Hands-On Build Day: IoT & Automation Workshop,"Anurag University, Ghatkesar Road, Hyderabad",2026-02-14T09:00:00+05:30,2026-02-14T16:00:00+05:30,In-person,Free,"Hands-on IoT and automation workshop for engineering students focused on building real-world Raspberry Pi projects using Python, sensors, and actuators, with team-based project tracks in industrial monitoring, lab safety, and classroom automation",Hyderabad,in_person,free,"raspberry pi hands-on build day: iot & automation workshop hands-on iot and automation workshop for engineering students focused on building real-world raspberry pi projects using python, sensors, and actuators, with team-based project tracks in industrial monitoring, lab safety, and classroom automation hyderabad in_person free",https://www.eventbrite.com/e/raspberry-pi-hands-on-build-day-iot-automation-workshop-tickets-1977178796003?aff=ebdssbdestsearch
161,Meeting the Challenge of Infectious Diseases in a Changing World,"Dr. TMA Pai Halls, Manipal",2026-10-14T07:00:00+05:30,2026-10-16T17:00:00+05:30,In-person,Paid,"International scientific conference bringing together leading researchers to discuss emerging infectious diseases, antimicrobial resistance, diagnostics, vaccination strategies, climate change impacts, and pandemic preparedness, organized in partnership with Nature research journals",Manipal,in_person,paid,"meeting the challenge of infectious diseases in a changing world international scientific conference bringing together leading researchers to discuss emerging infectious diseases, antimicrobial resistance, diagnostics, vaccination strategies, climate change impacts, and pandemic preparedness, organized in partnership with nature research journals manipal in_person paid",https://www.eventbrite.com/e/meeting-the-challenge-of-infectious-diseases-in-a-changing-world-tickets-1964572229423?aff=ebdssbdestsearch
162,International Conferences on Medical and Health Science ( ICMHS ),"Pune, Maharashtra",2026-03-24T10:00:00+05:30,2026-03-24T14:00:00+05:30,In-person,Free,"International conference bringing together scientists, scholars, engineers, students, and industry professionals to present research, exchange ideas, and foster collaboration in medical and health sciences",Pune,in_person,free,"international conferences on medical and health science ( icmhs ) international conference bringing together scientists, scholars, engineers, students, and industry professionals to present research, exchange ideas, and foster collaboration in medical and health sciences pune in_person free",https://www.eventbrite.com/e/international-conferences-on-medical-and-health-science-icmhs-tickets-1268199572059?aff=ebdssbdestsearch
163,TMD Workshop,"Audiocup Coffeehouse, Banjara Hills, Hyderabad",2026-01-24T18:00:00+05:30,2026-01-24T21:00:00+05:30,In-person,Free,"Open workshop inviting participants to join The Mighty Tribe, focused on learning, skill development, and community interaction in business and design",Hyderabad,in_person,free,"tmd workshop open workshop inviting participants to join the mighty tribe, focused on learning, skill development, and community interaction in business and design hyderabad in_person free",https://www.eventbrite.com/e/tmd-workshop-tickets-1980711497408?aff=ebdssbdestsearch
164,Business Transformation & Operational Excellence India Summit,"Bengaluru, Karnataka",2026-02-19T10:00:00+05:30,2026-02-19T21:00:00+05:30,In-person,Paid,"National flagship summit focused on business transformation and operational excellence, covering strategic leadership, AI in operations, intelligent automation, and advanced business process management, designed to equip Indian enterprises with actionable strategies to scale and compete globally",Bengaluru,in_person,paid,"business transformation & operational excellence india summit national flagship summit focused on business transformation and operational excellence, covering strategic leadership, ai in operations, intelligent automation, and advanced business process management, designed to equip indian enterprises with actionable strategies to scale and compete globally bengaluru in_person paid",https://www.eventbrite.com/e/business-transformation-operational-excellence-india-summit-tickets-1401566275459?aff=ebdssbdestsearch
165,Gujarat Medical Expo 2026,"Vigyan Bhawan Science City, Ahmedabad",2026-09-25T10:00:00+05:30,2026-09-27T18:00:00+05:30,In-person,Free,"Second edition of Gujarat’s leading medical exhibition bringing together medical equipment manufacturers, hospital suppliers, doctors, and distributors to showcase healthcare technologies, connect with buyers, and expand medical business opportunities",Ahmedabad,in_person,free,"gujarat medical expo 2026 second edition of gujarat’s leading medical exhibition bringing together medical equipment manufacturers, hospital suppliers, doctors, and distributors to showcase healthcare technologies, connect with buyers, and expand medical business opportunities ahmedabad in_person free",https://www.eventbrite.com/e/gujarat-medical-expo-2026-tickets-1980364091307?aff=ebdssbdestsearch
166,ORGANIC EXPO 2026,"Pragati Maidan, New Delhi",2026-02-15T09:00:00+05:30,2026-02-17T18:00:00+05:30,In-person,Paid,"Fifth edition of India’s leading organic, Ayurveda, health and wellness exhibition showcasing organic food, natural products, herbal remedies, eco-friendly lifestyle solutions, and holistic health practices, featuring brand exhibitions, seminars, workshops, and B2B/B2C networking",New Delhi,in_person,paid,"organic expo 2026 fifth edition of india’s leading organic, ayurveda, health and wellness exhibition showcasing organic food, natural products, herbal remedies, eco-friendly lifestyle solutions, and holistic health practices, featuring brand exhibitions, seminars, workshops, and b2b/b2c networking new delhi in_person paid",https://www.eventbrite.com/e/organic-expo-2026-tickets-1672534167719?aff=ebdssbdestsearch
167,Full Stack Python Coaching in Hyderabad,"Capital Park Road, Hyderabad",2025-12-16T01:30:00+05:30,2026-02-15T23:30:00+05:30,In-person,Free,"Hands-on full stack Python coaching program covering Python, Django, REST APIs, front-end technologies, databases, and cloud deployment, with real-time projects, industry-experienced trainers, and placement assistance for aspiring and working developers",Hyderabad,in_person,free,"full stack python coaching in hyderabad hands-on full stack python coaching program covering python, django, rest apis, front-end technologies, databases, and cloud deployment, with real-time projects, industry-experienced trainers, and placement assistance for aspiring and working developers hyderabad in_person free",https://www.eventbrite.com/e/full-stack-python-coaching-in-hyderabad-tickets-1977872111729?aff=ebdssbdestsearch
168,Gyan museum artist walkthrough,"Gyan Museum, Jaipur",2026-01-28T19:00:00+05:30,2026-01-28T20:00:00+05:30,In-person,Free,"Curator-led walkthrough of the Gyan Museum exploring contemporary and traditional artworks, offering insights into the stories, techniques, philosophies, and narratives behind the museum’s distinguished collection",Jaipur,in_person,free,"gyan museum artist walkthrough curator-led walkthrough of the gyan museum exploring contemporary and traditional artworks, offering insights into the stories, techniques, philosophies, and narratives behind the museum’s distinguished collection jaipur in_person free",https://www.eventbrite.com/e/gyan-museum-artist-walkthrough-tickets-1979963496116?aff=ebdssbdestsearch
169,"AGRICULTURE Farm Management, Water & Energy Management","Open Greenfields, Siddipet, Telangana",2026-08-23T06:00:00+05:30,2026-08-25T21:00:00+05:30,In-person,Paid,"Agriculture-focused training and field-based program covering farm management practices along with water and energy management strategies, aimed at improving sustainable agricultural operations and resource efficiency",Siddipet,in_person,paid,"agriculture farm management, water & energy management agriculture-focused training and field-based program covering farm management practices along with water and energy management strategies, aimed at improving sustainable agricultural operations and resource efficiency siddipet in_person paid",https://www.eventbrite.com/e/agriculture-farm-management-water-energy-management-tickets-68605333399?aff=ebdssbdestsearch
170,Test Bug Creation,"Dudhsagar Falls, Sonauli",2025-12-26T07:00:00+05:30,2026-02-27T10:00:00+05:30,In-person,Paid,"In-person community music festival held at Dudhsagar Falls, offering a long-duration outdoor experience with live music and festival-style activities",Sonauli,in_person,paid,"test bug creation in-person community music festival held at dudhsagar falls, offering a long-duration outdoor experience with live music and festival-style activities sonauli in_person paid",https://www.eventbrite.com/e/test-bug-creation-tickets-1780253117999?aff=ebdssbdestsearch
171,DataMites - Data Science Institute in Bangalore,"DataMites, Bengaluru",2025-07-23T11:30:00+05:30,2026-02-23T13:30:00+05:30,In-person,Paid,"Expert-led data science training program by DataMites Institute covering Data Science, Machine Learning, Python, Deep Learning, AI, and Tableau, accredited by IABAC and NASSCOM, featuring hands-on projects and globally recognized certifications for career advancement",Bengaluru,in_person,paid,"datamites - data science institute in bangalore expert-led data science training program by datamites institute covering data science, machine learning, python, deep learning, ai, and tableau, accredited by iabac and nasscom, featuring hands-on projects and globally recognized certifications for career advancement bengaluru in_person paid",https://www.eventbrite.com/e/datamites-data-science-institute-in-bangalore-tickets-1421407180139?aff=ebdssbdestsearch
172,AI Full Stack Development Course in Madhapur,"Capital Park Road, Hyderabad",2025-12-04T01:00:00+05:30,2026-02-04T23:30:00+05:30,In-person,Paid,"Comprehensive AI full stack development course covering front-end and back-end technologies along with Generative AI, Agentic AI, machine learning, and real-time project implementation, designed to build job-ready, future-proof developers with placement assistance",Hyderabad,in_person,paid,"ai full stack development course in madhapur comprehensive ai full stack development course covering front-end and back-end technologies along with generative ai, agentic ai, machine learning, and real-time project implementation, designed to build job-ready, future-proof developers with placement assistance hyderabad in_person paid",https://www.eventbrite.com/e/ai-full-stack-development-course-in-madhapur-tickets-1976709542453?aff=ebdssbdestsearch
173,Data Science Institute in Mumbai,"DataMites, Teli Gali, Mumbai",2025-11-24T07:00:00+05:30,2026-08-24T09:00:00+05:30,In-person,Paid,"Comprehensive data science training program by DataMites Institute covering Data Science, Machine Learning, Python, Tableau, Deep Learning, and Artificial Intelligence, accredited by IABAC and NASSCOM FutureSkills, featuring hands-on projects and industry mentorship",Mumbai,in_person,paid,"data science institute in mumbai comprehensive data science training program by datamites institute covering data science, machine learning, python, tableau, deep learning, and artificial intelligence, accredited by iabac and nasscom futureskills, featuring hands-on projects and industry mentorship mumbai in_person paid",https://www.eventbrite.com/e/data-science-institute-in-mumbai-tickets-1973121186584?aff=ebdssbdestsearch
174,"Apex Venture & Tech Connect Days in Bengaluru, India","JW Marriott Bengaluru Prestige Golfshire Resort & Spa, Bengaluru",2026-01-15T09:00:00+05:30,2026-01-18T18:00:00+05:30,In-person,Paid,"Four-day venture-focused tech and startup connect event designed for founders, investors, and partners, featuring short presentations, continuous networking, blackboard pitch areas, startup pitch boards, and curated meetings to enable real conversations, deal flow, and collaboration",Bengaluru,in_person,paid,"apex venture & tech connect days in bengaluru, india four-day venture-focused tech and startup connect event designed for founders, investors, and partners, featuring short presentations, continuous networking, blackboard pitch areas, startup pitch boards, and curated meetings to enable real conversations, deal flow, and collaboration bengaluru in_person paid",https://www.eventbrite.com/e/apex-venture-tech-connect-days-in-bengaluru-india-tickets-1979008418453?aff=ebdssbdestsearch
175,PMP Training Bangalore | PMP Training Institutes Bangalore,"Hotel Fortune Inn JP Cordial, Bangalore",Not specified,Not specified,In-person,Paid,"Four-day PMP Certification training program by KnowledgeWoods Consulting, a PMI Global R.E.P., offering 35 PDUs, mock exams, extensive practice questions, PMBOK-based study material, and a 45-day 100% pass money-back guarantee for project management professionals",Bengaluru,in_person,paid,"pmp training bangalore | pmp training institutes bangalore four-day pmp certification training program by knowledgewoods consulting, a pmi global r.e.p., offering 35 pdus, mock exams, extensive practice questions, pmbok-based study material, and a 45-day 100% pass money-back guarantee for project management professionals bengaluru in_person paid",https://www.eventbrite.com/e/pmp-training-bangalore-pmp-training-institutes-bangalore-tickets-4343571740?aff=ebdssbdestsearch
176,PMP Training Classes Mumbai | PMP Training Mumbai | PMP Training Institutes Mumbai,"Residency Hotel, Andheri East, Mumbai",Not specified,Not specified,In-person,Paid,"Four-day PMP Certification training program by KnowledgeWoods Consulting, a PMI Global R.E.P., offering 35 PDUs, mock examinations, extensive practice questions, PMBOK-based reference material, and a 45-day 100% pass money-back guarantee for project management professionals",Mumbai,in_person,paid,"pmp training classes mumbai | pmp training mumbai | pmp training institutes mumbai four-day pmp certification training program by knowledgewoods consulting, a pmi global r.e.p., offering 35 pdus, mock examinations, extensive practice questions, pmbok-based reference material, and a 45-day 100% pass money-back guarantee for project management professionals mumbai in_person paid",https://www.eventbrite.com/e/pmp-training-classes-mumbai-pmp-training-mumbai-pmp-training-institutes-mumbai-tickets-4352251702?aff=ebdssbdestsearch
177,Best Data Science Institute in Indore,"Datamites Indore - Data Science & Analyst Courses, Indore, Madhya Pradesh",Not specified,Not specified,In-person,Paid,"IABAC-accredited Data Science training by DataMites Institute covering Python, SQL, and Machine Learning with 700+ learning hours, internships, placement assistance, and an 8-month structured program",Indore,in_person,paid,"best data science institute in indore iabac-accredited data science training by datamites institute covering python, sql, and machine learning with 700+ learning hours, internships, placement assistance, and an 8-month structured program indore in_person paid",https://www.eventbrite.com/e/best-data-science-institute-in-indore-tickets-1978099913089?aff=ebdssbdestsearch
178,TstEvent,"Anna University, Chennai, Tamil Nadu",Not specified,Not specified,In-person,Sales Ended,"Test event categorized under Auto, Boat & Air, held at Anna University, Chennai",Chennai,in_person,unknown,"tstevent test event categorized under auto, boat & air, held at anna university, chennai chennai in_person",https://www.eventbrite.com/e/tstevent-tickets-321674616437?aff=ebdssbdestsearch
179,PMP Certification at Chennai,"The Pride, 216 E V R Periyar Salai, Poonamallee High Road, Kilpauk, Chennai, Tamil Nadu 600010",Not specified,Not specified,In-person,Sales Ended,"Four-day PMP certification preparation workshop by KnowledgeWoods Consulting with mock exams, PDUs, and pass-money-back guarantee",Chennai,in_person,unknown,"pmp certification at chennai four-day pmp certification preparation workshop by knowledgewoods consulting with mock exams, pdus, and pass-money-back guarantee chennai in_person",https://www.eventbrite.com/e/pmp-certification-at-chennai-tickets-4751625239?aff=ebdssbdestsearch
180,Top Data science institute in Coimbatore,"DataMites - Data Science & Analyst Courses in Coimbatore, Avinashi Road, Coimbatore, Tamil Nadu 641004",Not specified,Not specified,In-person,Sales Ended,"IABAC-certified Data Science training by DataMites with 700+ learning hours, internships, and placement assistance",Coimbatore,in_person,unknown,"top data science institute in coimbatore iabac-certified data science training by datamites with 700+ learning hours, internships, and placement assistance coimbatore in_person",https://www.eventbrite.com/e/top-data-science-institute-in-coimbatore-tickets-1975739539147?aff=ebdssbdestsearch
181,Full Stack Developer Course Training in Bangalore,"eMexo Technologies, 3rd Cross Road, Nagalaya, Bengaluru, Karnataka 560100",2026-01-25T10:00:00+05:30,2026-08-29T12:00:00+05:30,In-person,Sales Ended,"Comprehensive in-person full stack developer training covering front-end technologies like HTML, CSS, JavaScript and back-end frameworks including Node.js and Express, aimed at building job-ready web development skills",Bengaluru,in_person,unknown,"full stack developer course training in bangalore comprehensive in-person full stack developer training covering front-end technologies like html, css, javascript and back-end frameworks including node.js and express, aimed at building job-ready web development skills bengaluru in_person",https://www.eventbrite.com/e/full-stack-developer-course-training-in-bangalore-tickets-1220357535239?aff=ebdssbdestsearch
182,Data Science Training Institute in Pune,"DataMites Pune – Data Science Analytics & Analyst Courses, Kharadi, Pune",2025-07-28T07:00:00+05:30,2026-03-28T09:00:00+05:30,In-person,Sales Ended,"Expert-led data science training covering Data Science, Machine Learning, Python, Tableau, Deep Learning, and Artificial Intelligence with hands-on projects, industry mentorship, and globally recognized certifications",Pune,in_person,unknown,"data science training institute in pune expert-led data science training covering data science, machine learning, python, tableau, deep learning, and artificial intelligence with hands-on projects, industry mentorship, and globally recognized certifications pune in_person",https://www.eventbrite.com/e/data-science-training-institute-in-pune-tickets-1510085830369?aff=ebdssbdestsearch
